name,actualized,so2_1h,no2_1h,co_8h,pm10_1h,o3_1h,pm10_24h,pm2_5_1h
Brno-Úvoz (hot spot),2023-05-24T22:59:54Z,,12.8,209,14.3,,11.8,9.5
Brno-Svatoplukova,2023-05-24T22:59:54Z,,23.1,277,19.6,,15.5,14.2
Brno-Tuřany,2023-05-24T22:59:54Z,5.1,5.4,,9.9,43.9,9.2,8.1
Brno-Komárov,2023-05-24T22:59:54Z,,7.8,,2.3,,2.0,2.2
Brno-Výstaviště,2023-05-24T23:59:55Z,,8.6,,15.6,,0.0,10.1
Brno-Líšeň,2023-05-24T23:59:55Z,,,,12.6,,12.4,10.4
Brno-Arboretum,2023-05-24T23:59:55Z,,6.9,,12.3,43.7,9.6,9.1
Brno-Komárov,2023-05-24T23:59:55Z,,5.4,,2.0,,2.0,1.9
Brno-Úvoz (hot spot),2023-05-24T23:59:55Z,,16.5,208,15.0,,11.8,10
Brno-Svatoplukova,2023-05-24T23:59:55Z,,11.1,262,18.4,,15.4,13.8
Brno-Lány,2023-05-24T23:59:55Z,3.7,5.7,233,19.4,48.5,13.4,15.1
Brno-Tuřany,2023-05-24T23:59:55Z,6.1,6.7,,7.1,41.7,9.0,14.7
Brno - Dětská nemocnice,2023-05-24T23:59:55Z,,5.7,,13.7,45.3,11.3,15.5
Brno-Komárov,2023-05-25T01:59:55Z,,9.4,,2.0,,2.1,2
Brno-Svatoplukova,2023-05-25T01:59:55Z,,9.2,233,18.1,,15.8,13.8
Brno-Líšeň,2023-05-25T01:59:55Z,,,,23.6,,13.0,7
Brno-Arboretum,2023-05-25T01:59:55Z,,8,,13.6,34.7,9.9,9.8
Brno-Úvoz (hot spot),2023-05-25T01:59:55Z,,8.4,207,14.6,,12.1,10
Brno - Dětská nemocnice,2023-05-25T01:59:55Z,,8.2,,12.6,30.7,10.8,10.2
Brno-Lány,2023-05-25T01:59:55Z,4.3,26.6,233,21.1,9.2,13.6,16.4
Brno-Výstaviště,2023-05-25T01:59:55Z,,7.8,,17.0,,0.0,10.2
Brno-Tuřany,2023-05-25T01:59:55Z,6.4,8,,12.3,,8.9,6.4
Brno-Úvoz (hot spot),2023-05-25T02:59:56Z,,8.4,203,14.1,,12.4,9.9
Brno-Arboretum,2023-05-25T02:59:56Z,,4,,13.3,35.5,10.1,9.7
Brno-Lány,2023-05-25T02:59:56Z,4,27.9,233,20.1,5.4,14.0,15.1
Brno - Dětská nemocnice,2023-05-25T02:59:56Z,,13.8,,16.8,20.9,11.2,12.4
Brno-Výstaviště,2023-05-25T02:59:56Z,,7.7,,19.1,,0.0,10.6
Brno-Svatoplukova,2023-05-25T02:59:56Z,,20.7,233,18.8,,16.1,14.5
Brno-Tuřany,2023-05-25T02:59:56Z,,,,19.3,30.1,9.5,6.8
Brno-Líšeň,2023-05-25T02:59:56Z,,,,19.6,,13.4,6
Brno-Komárov,2023-05-25T02:59:56Z,,9.6,,2.7,,2.1,2.7
Brno-Svatoplukova,2023-05-25T04:59:57Z,,23.3,262,20.6,,17.3,14.7
Brno-Lány,2023-05-25T04:59:57Z,3.5,12.6,248,21.9,35.5,15.3,16.9
Brno-Úvoz (hot spot),2023-05-25T04:59:57Z,,12.2,205,17.0,,13.1,11.1
Brno-Výstaviště,2023-05-25T04:59:57Z,,22.4,,23.4,,27.2,12.4
Brno-Tuřany,2023-05-25T04:59:57Z,4.8,14.9,,14.1,33.5,9.4,9.4
Brno-Komárov,2023-05-25T04:59:57Z,,21.2,,2.4,,2.3,2.4
Brno - Dětská nemocnice,2023-05-25T04:59:57Z,,11.9,,22.5,24.3,12.3,18.1
Brno-Arboretum,2023-05-25T04:59:57Z,,14.9,,14.4,28.1,10.9,10.5
Brno-Líšeň,2023-05-25T04:59:57Z,,,,17.7,,14.2,7.7
Brno-Lány,2023-05-25T05:59:57Z,2.9,14,248,22.8,37.5,16.0,17.1
Brno-Tuřany,2023-05-25T05:59:57Z,4.8,18.9,,10.4,31.3,9.4,12.9
Brno-Líšeň,2023-05-25T05:59:57Z,,,,12.8,,14.5,13.8
Brno-Výstaviště,2023-05-25T05:59:57Z,,27.9,,33.7,,27.5,14.3
Brno-Svatoplukova,2023-05-25T05:59:57Z,,42.3,291,27.2,,18.1,18.5
Brno-Úvoz (hot spot),2023-05-25T05:59:57Z,,22.4,212,17.6,,13.5,11.5
Brno - Dětská nemocnice,2023-05-25T05:59:57Z,,17.4,,12.9,26.1,12.5,10.8
Brno-Arboretum,2023-05-25T05:59:57Z,,14.5,,14.9,35.1,11.4,10.8
Brno-Komárov,2023-05-25T05:59:57Z,,30.2,,2.7,,2.4,2.6
Brno - Dětská nemocnice,2023-05-25T07:59:59Z,,19.5,,19.1,46.5,13.1,6.2
Brno-Svatoplukova,2023-05-25T07:59:59Z,,43.2,350,19.6,,19.2,13.8
Brno-Komárov,2023-05-25T07:59:59Z,,15.7,,3.1,,2.5,2.8
Brno-Líšeň,2023-05-25T07:59:59Z,,,,22.7,,16.0,14.2
Brno-Tuřany,2023-05-25T07:59:59Z,4.8,1,,21.0,69.4,10.5,15.4
Brno-Úvoz (hot spot),2023-05-25T07:59:59Z,,33.7,247,18.2,,14.3,10.5
Brno-Lány,2023-05-25T07:59:59Z,4,9.4,262,23.2,53.7,17.3,15.5
Brno-Arboretum,2023-05-25T07:59:59Z,,10.5,,14.9,55.1,12.2,9.6
Brno-Výstaviště,2023-05-25T07:59:59Z,,24.9,,77.8,,31.0,19.2
Brno-Lány,2023-05-25T08:28:23Z,4,9.4,262,23.2,53.7,17.3,15.5
Brno-Výstaviště,2023-05-25T08:28:23Z,,24.9,,77.8,,31.0,19.2
Brno-Líšeň,2023-05-25T08:28:23Z,,,,22.7,,16.0,14.2
Brno-Komárov,2023-05-25T08:28:23Z,,15.7,,3.1,,2.5,2.8
Brno-Úvoz (hot spot),2023-05-25T08:28:27Z,,33.7,247,18.2,,14.3,10.5
Brno-Svatoplukova,2023-05-25T08:28:27Z,,43.2,350,19.6,,19.2,13.8
Brno-Arboretum,2023-05-25T08:28:27Z,,10.5,,14.9,55.1,12.2,9.6
Brno - Dětská nemocnice,2023-05-25T08:28:27Z,,19.5,,19.1,46.5,13.1,6.2
Brno-Tuřany,2023-05-25T08:28:27Z,4.8,1,,21.0,69.4,10.5,15.4
Brno-Arboretum,2023-05-25T09:26:52Z,,7.3,,14.1,71,12.4,7.2
Brno-Svatoplukova,2023-05-25T09:26:52Z,,49.7,364,28.9,,19.9,12
Brno-Tuřany,2023-05-25T09:26:52Z,4.5,2.5,,25.1,69.8,11.2,9.5
Brno-Líšeň,2023-05-25T09:26:52Z,,,,15.7,,16.1,8.8
Brno - Dětská nemocnice,2023-05-25T09:26:52Z,,19.9,,13.7,58.9,13.4,5
Brno-Komárov,2023-05-25T09:26:52Z,,13,,3.1,,2.6,2.5
Brno-Úvoz (hot spot),2023-05-25T09:26:52Z,,25.1,249,15.2,,14.4,8
Brno-Lány,2023-05-25T09:26:52Z,3.7,8.2,262,17.9,65.2,17.6,10.9
Brno-Výstaviště,2023-05-25T09:26:52Z,,23.7,,102.2,,34.1,20.6
Brno-Líšeň,2023-05-25T11:26:52Z,,,,18.1,,16.4,7.7
Brno-Svatoplukova,2023-05-25T11:26:52Z,,32.7,379,25.5,,20.5,10.7
Brno-Tuřany,2023-05-25T11:26:52Z,4.5,3.6,,12.7,68.2,11.4,7.4
Brno-Výstaviště,2023-05-25T11:26:52Z,,17.2,,65.2,,36.4,16.6
Brno-Komárov,2023-05-25T11:26:52Z,,10.5,,3.8,,2.6,3
Brno-Arboretum,2023-05-25T11:26:52Z,,5.4,,17.3,75.2,12.9,10.5
Brno-Lány,2023-05-25T11:26:52Z,4.5,5.5,248,18.7,75.4,18.0,12
Brno-Úvoz (hot spot),2023-05-25T11:26:52Z,,27,266,17.1,,14.7,9.1
Brno - Dětská nemocnice,2023-05-25T11:26:52Z,,9.2,,8.5,69.2,13.4,9.9
Brno - Dětská nemocnice,2023-05-25T12:26:52Z,,,,10.1,77,13.5,6
Brno-Výstaviště,2023-05-25T12:26:52Z,,15.3,,73.4,,36.2,17.6
Brno-Tuřany,2023-05-25T12:26:52Z,4.8,2.9,,13.2,72.4,11.5,11
Brno-Svatoplukova,2023-05-25T12:26:52Z,,31,379,31.3,,21.1,11.4
Brno-Komárov,2023-05-25T12:26:52Z,,10.5,,4.6,,2.7,3.6
Brno-Arboretum,2023-05-25T12:26:52Z,,16.1,,14.0,75.6,13.1,8.9
Brno-Líšeň,2023-05-25T12:26:52Z,,,,9.9,,16.4,12.7
Brno-Úvoz (hot spot),2023-05-25T12:26:52Z,,25.1,278,16.5,,14.8,9.2
Brno-Lány,2023-05-25T12:26:52Z,3.7,5.9,233,19.0,79.6,18.2,12.4
Brno-Výstaviště,2023-05-25T14:26:52Z,,26.2,,116.5,,41.5,23.9
Brno-Úvoz (hot spot),2023-05-25T14:26:52Z,,46.3,320,23.5,,15.6,12.9
Brno-Lány,2023-05-25T14:26:52Z,5.9,10.3,233,25.7,81,19.3,15.8
Brno-Líšeň,2023-05-25T14:26:52Z,,,,30.0,,16.9,11.9
Brno-Tuřany,2023-05-25T14:26:52Z,5.1,3.3,,15.6,76.6,12.5,7.3
Brno-Arboretum,2023-05-25T14:26:52Z,,9.8,,20.0,79.2,13.7,11.4
Brno - Dětská nemocnice,2023-05-25T14:26:52Z,,8.8,,18.6,79.4,14.3,9
Brno-Komárov,2023-05-25T14:26:52Z,,10.5,,6.6,,3.0,5
Brno-Svatoplukova,2023-05-25T14:26:52Z,,40.2,320,51.0,,22.6,18.7
Brno-Svatoplukova,2023-05-25T15:26:53Z,,39.8,306,24.0,,23.0,14.1
Brno-Úvoz (hot spot),2023-05-25T15:26:53Z,,41.3,327,24.3,,16.0,13.7
Brno-Líšeň,2023-05-25T15:26:53Z,,,,16.5,,16.9,9.4
Brno - Dětská nemocnice,2023-05-25T15:26:53Z,,9,,25.2,82,14.6,19.9
Brno-Tuřany,2023-05-25T15:26:53Z,5.1,2.9,,13.7,81.2,12.7,22.6
Brno-Komárov,2023-05-25T15:26:53Z,,11.7,,5.9,,3.1,4.8
Brno-Arboretum,2023-05-25T15:26:53Z,,9.9,,19.0,81.6,13.9,11.8
Brno-Lány,2023-05-25T15:26:53Z,5.6,9.6,233,26.5,84.2,20.0,16.3
Brno-Výstaviště,2023-05-25T15:26:53Z,,26,,92.0,,44.2,21.2
Brno-Lány,2023-05-25T16:26:53Z,6.1,10.7,218,26.9,85.6,20.6,16.8
Brno-Výstaviště,2023-05-25T16:26:53Z,,18,,42.1,,45.0,15.3
Brno-Tuřany,2023-05-25T16:26:53Z,5.1,3.4,,16.0,86.2,13.2,12.9
Brno-Úvoz (hot spot),2023-05-25T16:26:53Z,,31.8,324,19.6,,16.3,11.3
Brno - Dětská nemocnice,2023-05-25T16:26:53Z,,10.9,,17.8,85.2,14.6,11.8
Brno-Svatoplukova,2023-05-25T16:26:53Z,,49.7,320,23.6,,23.3,13.2
Brno-Komárov,2023-05-25T16:26:53Z,,11.3,,5.4,,3.2,4.4
Brno-Arboretum,2023-05-25T16:26:53Z,,10.1,,18.2,89.6,14.2,10.4
Brno-Líšeň,2023-05-25T16:26:53Z,,,,14.5,,17.0,18
Brno-Úvoz (hot spot),2023-05-25T17:26:53Z,,26.6,325,15.7,,16.4,8.3
Brno-Svatoplukova,2023-05-25T17:26:53Z,,31.4,320,19.3,,23.3,9.5
Brno-Lány,2023-05-25T17:26:53Z,6.4,11.9,218,25.9,84.4,21.0,16.9
Brno-Tuřany,2023-05-25T17:26:53Z,5.1,3.3,,16.5,89.2,13.6,9.7
Brno-Arboretum,2023-05-25T17:26:53Z,,5.9,,13.7,96.2,14.3,8.1
Brno - Dětská nemocnice,2023-05-25T17:26:53Z,,12.8,,23.3,88.6,15.1,6.8
Brno-Výstaviště,2023-05-25T17:26:53Z,,25.4,,49.2,,46.2,13.6
Brno-Komárov,2023-05-25T17:26:53Z,,11.1,,5.2,,3.3,4.5
Brno-Líšeň,2023-05-25T17:26:53Z,,,,10.1,,16.3,11.4
Brno-Arboretum,2023-05-25T18:26:54Z,,4.8,,12.4,98,14.3,7.9
Brno-Výstaviště,2023-05-25T18:26:54Z,,24.7,,25.4,,46.3,11.9
Brno-Líšeň,2023-05-25T18:26:54Z,,,,6.9,,15.8,6.8
Brno-Lány,2023-05-25T18:26:54Z,5.6,11.7,218,24.7,83.4,21.3,15.4
Brno-Úvoz (hot spot),2023-05-25T18:26:54Z,,34.6,332,16.3,,16.5,9.5
Brno-Komárov,2023-05-25T18:26:54Z,,11.5,,5.1,,3.4,4.3
Brno - Dětská nemocnice,2023-05-25T18:26:54Z,,11.1,,19.9,82.6,15.3,6.4
Brno-Svatoplukova,2023-05-25T18:26:54Z,,20.7,306,17.3,,23.1,9.6
Brno-Tuřany,2023-05-25T18:26:54Z,5.6,4.4,,19.5,77.8,14.1,7.7
Brno - Dětská nemocnice,2023-05-25T20:26:54Z,,47.2,,19.9,37.7,15.9,9.7
Brno-Arboretum,2023-05-25T20:26:54Z,,7.1,,22.1,71.4,15.0,11
Brno-Výstaviště,2023-05-25T20:26:54Z,,16.3,,27.3,,47.0,14.1
Brno-Svatoplukova,2023-05-25T20:26:54Z,,23.7,335,20.9,,23.4,13.6
Brno-Lány,2023-05-25T20:26:54Z,5.3,16.6,248,23.3,56.3,21.8,16.7
Brno-Líšeň,2023-05-25T20:26:54Z,,,,23.0,,16.2,9
Brno-Tuřany,2023-05-25T20:26:54Z,5.6,5.7,,10.4,69.8,14.6,10.5
Brno-Komárov,2023-05-25T20:26:54Z,,13.8,,3.2,,3.5,3
Brno-Úvoz (hot spot),2023-05-25T20:26:54Z,,12.2,343,16.3,,16.9,10.3
Brno-Arboretum,2023-05-25T21:26:54Z,,6.1,,14.6,69.4,15.2,11
Brno-Výstaviště,2023-05-25T21:26:54Z,,9.2,,40.5,,48.1,15.1
Brno - Dětská nemocnice,2023-05-25T21:26:54Z,,46.7,,11.2,38.9,15.9,7.5
Brno-Svatoplukova,2023-05-25T21:26:54Z,,26.6,350,22.0,,23.6,15.2
Brno-Úvoz (hot spot),2023-05-25T21:26:54Z,,10.9,321,15.1,,17.0,11
Brno-Líšeň,2023-05-25T21:26:54Z,,,,21.4,,16.5,10.3
Brno-Lány,2023-05-25T21:26:54Z,5.1,15.1,262,25.0,52.9,22.0,19.1
Brno-Tuřany,2023-05-25T21:26:54Z,5.1,7.7,,12.8,65,14.5,7.8
Brno-Komárov,2023-05-25T21:26:54Z,,11.5,,3.7,,3.6,3.6
Brno - Dětská nemocnice,2023-05-25T23:26:59Z,,5.9,,14.7,68.8,16.0,9.4
Brno-Arboretum,2023-05-25T23:26:59Z,,6.5,,15.1,57.7,15.4,11.4
Brno-Lány,2023-05-25T23:26:59Z,4,27.2,291,23.8,33.7,22.5,19.2
Brno-Líšeň,2023-05-25T23:26:59Z,,,,11.7,,16.7,15
Brno-Úvoz (hot spot),2023-05-25T23:26:59Z,,9.9,284,16.2,,17.2,12
Brno-Svatoplukova,2023-05-25T23:26:59Z,,26.4,320,20.4,,23.7,16.3
Brno-Výstaviště,2023-05-25T23:26:59Z,,10.9,,24.5,,49.3,13.7
Brno-Tuřany,2023-05-25T23:26:59Z,5.6,8.6,,16.3,59.1,15.2,15.4
Brno-Komárov,2023-05-25T23:26:59Z,,6.5,,3.7,,3.7,3.7
Brno-Svatoplukova,2023-05-26T00:26:59Z,,16.3,291,20.7,,23.8,16.4
Brno-Výstaviště,2023-05-26T00:26:59Z,,13.8,,17.5,,49.4,12
Brno - Dětská nemocnice,2023-05-26T00:26:59Z,,7.1,,10.1,58.7,15.8,13.3
Brno-Arboretum,2023-05-26T00:26:59Z,,17.8,,15.1,44.3,15.5,11.8
Brno-Lány,2023-05-26T00:26:59Z,3.5,9.6,291,21.3,49.9,22.5,18
Brno-Líšeň,2023-05-26T00:26:59Z,,,,16.4,,16.9,17.1
Brno-Úvoz (hot spot),2023-05-26T00:26:59Z,,,282,15.5,,17.2,11.9
Brno-Tuřany,2023-05-26T00:26:59Z,4.8,10.3,,12.2,56.7,15.4,12
Brno-Komárov,2023-05-26T00:26:59Z,,8.6,,4.1,,3.8,4
Brno - Dětská nemocnice,2023-05-26T01:26:59Z,,10.5,,10.9,,15.9,10.7
Brno-Arboretum,2023-05-26T01:26:59Z,,13,,15.8,43.7,15.6,12.3
Brno-Tuřany,2023-05-26T01:26:59Z,4.8,19.5,,19.1,45.7,15.7,9.4
Brno-Líšeň,2023-05-26T01:26:59Z,,,,21.3,,17.0,10.4
Brno-Výstaviště,2023-05-26T01:26:59Z,,13.2,,18.2,,49.4,12.7
Brno-Svatoplukova,2023-05-26T01:26:59Z,,18.6,262,21.6,,23.9,17.2
Brno-Komárov,2023-05-26T01:26:59Z,,11.9,,4.3,,3.9,4.2
Brno-Lány,2023-05-26T01:26:59Z,4.3,20.1,277,21.6,30.1,22.6,18.2
Brno-Úvoz (hot spot),2023-05-26T01:26:59Z,,9.2,270,16.2,,17.2,12.1
Brno-Úvoz (hot spot),2023-05-26T02:26:59Z,,8.2,251,15.7,,17.3,11.8
Brno-Výstaviště,2023-05-26T02:26:59Z,,9,,20.2,,49.5,13
Brno-Tuřany,2023-05-26T02:26:59Z,5.1,13,,19.7,,16.0,13
Brno-Lány,2023-05-26T02:26:59Z,4,7.5,277,21.1,54.3,22.6,17.6
Brno-Komárov,2023-05-26T02:26:59Z,,17,,4.2,,4.0,4.2
Brno - Dětská nemocnice,2023-05-26T02:26:59Z,,6.1,,20.9,43.5,16.2,14.8
Brno-Arboretum,2023-05-26T02:26:59Z,,10.7,,15.4,37.3,15.7,12
Brno-Svatoplukova,2023-05-26T02:26:59Z,,8.4,262,19.3,,23.9,15.5
Brno-Líšeň,2023-05-26T02:26:59Z,,,,28.9,,17.2,19.1
Brno-Výstaviště,2023-05-26T03:26:59Z,,6.3,,19.0,,49.5,13
Brno-Arboretum,2023-05-26T03:26:59Z,,9.2,,14.4,47.9,15.8,11.7
Brno-Lány,2023-05-26T03:26:59Z,3.2,6.1,277,20.7,51.9,22.7,17
Brno-Komárov,2023-05-26T03:26:59Z,,14.2,,3.2,,4.0,3.2
Brno-Líšeň,2023-05-26T03:26:59Z,,,,18.5,,17.2,11.2
Brno-Úvoz (hot spot),2023-05-26T03:26:59Z,,7.5,225,16.7,,17.4,11.8
Brno - Dětská nemocnice,2023-05-26T03:26:59Z,,7.1,,22.1,41.3,16.4,11.9
Brno-Tuřany,2023-05-26T03:26:59Z,,,,13.4,51.9,15.8,9.1
Brno-Svatoplukova,2023-05-26T03:26:59Z,,15.1,262,20.3,,24.0,15.9
Brno-Arboretum,2023-05-26T05:27:00Z,,24.5,,16.3,20.7,16.0,12.6
Brno-Svatoplukova,2023-05-26T05:27:00Z,,36.9,233,25.4,,24.2,18.5
Brno-Výstaviště,2023-05-26T05:27:00Z,,17.8,,24.8,,49.6,13.4
Brno-Lány,2023-05-26T05:27:00Z,3.7,9.9,248,19.3,50.7,22.5,15.5
Brno - Dětská nemocnice,2023-05-26T05:27:00Z,,14,,14.1,36.3,16.0,10.1
Brno-Líšeň,2023-05-26T05:27:00Z,,,,14.0,,17.2,5.7
Brno-Tuřany,2023-05-26T05:27:00Z,4.8,15.7,,19.4,25.7,16.2,17.2
Brno-Úvoz (hot spot),2023-05-26T05:27:00Z,,21.8,230,18.9,,17.5,11.9
Brno-Komárov,2023-05-26T05:27:00Z,,28.1,,3.6,,4.0,3.6
Brno - Dětská nemocnice,2023-05-26T06:27:00Z,,17.2,,19.7,38.1,16.2,21
Brno-Lány,2023-05-26T06:27:00Z,4,12.6,233,19.0,52.7,22.3,14.8
Brno-Tuřany,2023-05-26T06:27:00Z,4.8,23.7,,14.4,29.9,16.4,10.7
Brno-Líšeň,2023-05-26T06:27:00Z,,,,19.6,,17.5,4.3
Brno-Výstaviště,2023-05-26T06:27:00Z,,27.9,,34.4,,49.7,14.2
Brno-Arboretum,2023-05-26T06:27:00Z,,27,,15.5,29.3,16.0,11.1
Brno-Úvoz (hot spot),2023-05-26T06:27:00Z,,30.4,249,19.1,,17.5,11.8
Brno-Svatoplukova,2023-05-26T06:27:00Z,,52.6,277,26.9,,24.2,19.1
Brno-Komárov,2023-05-26T06:27:00Z,,35.2,,3.2,,4.1,3
Brno-Líšeň,2023-05-26T08:27:00Z,,,,29.4,,17.0,20.6
Brno-Arboretum,2023-05-26T08:27:00Z,,8.2,,14.5,75.4,15.9,9.2
Brno-Tuřany,2023-05-26T08:27:00Z,5.3,8.2,,24.2,72.2,17.0,6.9
Brno-Lány,2023-05-26T08:27:00Z,3.7,9,218,21.6,68,22.1,14.2
Brno - Dětská nemocnice,2023-05-26T08:27:00Z,,8.4,,16.7,73.4,16.4,7.5
Brno-Komárov,2023-05-26T08:27:00Z,,25.1,,2.1,,4.0,1.7
Brno-Svatoplukova,2023-05-26T08:27:00Z,,41.9,306,26.6,,24.4,14
Brno-Výstaviště,2023-05-26T08:27:00Z,,28.9,,56.1,,48.9,16.8
Brno-Úvoz (hot spot),2023-05-26T08:27:00Z,,36,270,18.8,,17.5,10.3
Brno-Líšeň,2023-05-26T09:27:00Z,,,,16.3,,17.0,13.2
Brno-Lány,2023-05-26T09:27:00Z,4,9.8,233,22.4,78.4,22.3,13.6
Brno-Svatoplukova,2023-05-26T09:27:00Z,,31.9,320,30.8,,24.5,13.7
Brno-Úvoz (hot spot),2023-05-26T09:27:00Z,,36.2,283,16.1,,17.5,9.8
Brno-Komárov,2023-05-26T09:27:00Z,,25.4,,3.0,,4.0,2.6
Brno - Dětská nemocnice,2023-05-26T09:27:01Z,,6.3,,15.1,81.4,16.5,5.5
Brno-Arboretum,2023-05-26T09:27:01Z,,7.1,,14.8,83.2,16.0,9.1
Brno-Výstaviště,2023-05-26T09:27:01Z,,32.7,,71.6,,47.6,17.9
Brno-Tuřany,2023-05-26T09:27:01Z,5.3,7.3,,12.5,77.8,16.4,9.7
Brno-Tuřany,2023-05-26T10:27:01Z,5.1,7.1,,9.9,85.6,16.2,16.4
Brno - Dětská nemocnice,2023-05-26T10:27:01Z,,6.3,,8.4,85.4,16.3,4.4
Brno-Arboretum,2023-05-26T10:27:01Z,,6.1,,16.0,88,16.0,9.4
Brno-Výstaviště,2023-05-26T10:27:01Z,,31.4,,63.7,,47.1,17.3
Brno-Lány,2023-05-26T10:27:01Z,3.5,8.8,233,21.0,87.4,22.5,12.6
Brno-Úvoz (hot spot),2023-05-26T10:27:01Z,,38.4,297,16.3,,17.6,10.1
Brno-Svatoplukova,2023-05-26T10:27:01Z,,33.3,335,29.6,,24.4,12.2
Brno-Líšeň,2023-05-26T10:27:01Z,,,,9.4,,17.0,21.2
Brno-Komárov,2023-05-26T10:27:01Z,,21.2,,3.2,,4.1,2.7
Brno-Arboretum,2023-05-26T11:27:01Z,,13,,19.5,96.4,16.1,10.2
Brno-Výstaviště,2023-05-26T11:27:01Z,,21.2,,80.3,,47.7,18.9
Brno-Komárov,2023-05-26T11:27:01Z,,10.9,,4.3,,4.1,3.5
Brno-Tuřany,2023-05-26T11:27:01Z,5.1,3.3,,16.5,96.8,16.4,21.2
Brno-Úvoz (hot spot),2023-05-26T11:27:01Z,,18.4,299,16.9,,17.6,10
Brno-Lány,2023-05-26T11:27:01Z,4.3,6.5,233,19.3,98.6,22.5,11.5
Brno-Svatoplukova,2023-05-26T11:27:01Z,,36.5,335,31.3,,24.6,12.3
Brno - Dětská nemocnice,2023-05-26T11:27:01Z,,,,8.7,79.2,16.3,5.6
Brno-Líšeň,2023-05-26T11:27:01Z,,,,7.1,,16.5,12.6
Brno-Arboretum,2023-05-26T12:27:01Z,,14,,19.3,100.1,16.3,10.2
Brno-Komárov,2023-05-26T12:27:01Z,,11.9,,4.2,,4.1,3.6
Brno-Svatoplukova,2023-05-26T12:27:01Z,,36.7,350,33.9,,24.7,12.7
Brno-Lány,2023-05-26T12:27:01Z,4.5,5.7,218,18.6,105.1,22.5,11.6
Brno-Tuřany,2023-05-26T12:27:01Z,5.1,2.5,,12.5,101.7,16.4,10.9
Brno-Líšeň,2023-05-26T12:27:01Z,,,,18.8,,16.9,9.7
Brno - Dětská nemocnice,2023-05-26T12:27:01Z,,49.4,,16.1,65.8,16.5,3.1
Brno-Výstaviště,2023-05-26T12:27:01Z,,24.3,,71.9,,47.6,17.6
Brno-Úvoz (hot spot),2023-05-26T12:27:01Z,,24.3,301,15.3,,17.5,9.8
Brno-Líšeň,2023-05-26T13:27:01Z,,,,13.2,,16.8,7.6
Brno-Lány,2023-05-26T13:27:01Z,5.1,6.9,204,19.4,100.9,22.3,11.8
Brno - Dětská nemocnice,2023-05-26T13:27:01Z,,57.8,,9.9,59.7,16.1,7.1
Brno-Arboretum,2023-05-26T13:27:01Z,,17.6,,20.6,94.6,16.5,10.4
Brno-Výstaviště,2023-05-26T13:27:01Z,,34.8,,122.0,,48.5,23
Brno-Tuřany,2023-05-26T13:27:01Z,4.8,2.3,,9.5,99.8,15.9,7.2
Brno-Úvoz (hot spot),2023-05-26T13:27:01Z,,28.9,294,16.1,,17.4,9.8
Brno-Svatoplukova,2023-05-26T13:27:01Z,,47.4,350,29.6,,25.0,11.7
Brno-Komárov,2023-05-26T13:27:01Z,,19.9,,4.7,,4.0,3.7
Brno-Svatoplukova,2023-05-26T14:27:01Z,,54.1,335,22.8,,23.8,11.1
Brno-Lány,2023-05-26T14:27:01Z,4.8,7.3,204,19.2,102.1,22.0,11.4
Brno-Arboretum,2023-05-26T14:27:01Z,,10.5,,20.5,99.6,16.5,10.2
Brno - Dětská nemocnice,2023-05-26T14:27:01Z,,25.3,,11.5,83.8,15.8,19.6
Brno-Komárov,2023-05-26T14:27:01Z,,17,,4.2,,3.9,3.5
Brno-Výstaviště,2023-05-26T14:27:01Z,,29.6,,108.5,,48.1,21.2
Brno-Líšeň,2023-05-26T14:27:01Z,,,,34.3,,17.0,20.5
Brno-Úvoz (hot spot),2023-05-26T14:27:01Z,,33.7,284,16.3,,17.1,9.7
Brno-Tuřany,2023-05-26T14:27:01Z,4.8,1,,7.5,107.5,15.6,13.7
Brno-Komárov,2023-05-26T15:27:01Z,,13.2,,3.9,,3.8,3.2
Brno-Líšeň,2023-05-26T15:27:01Z,,,,18.5,,17.1,10.7
Brno - Dětská nemocnice,2023-05-26T15:27:01Z,,9.4,,16.6,93.4,15.4,18.7
Brno-Tuřany,2023-05-26T15:27:01Z,5.3,3.6,,9.8,98.8,15.4,13.9
Brno-Arboretum,2023-05-26T15:27:01Z,,6.7,,14.4,98.4,16.3,9.2
Brno-Lány,2023-05-26T15:27:01Z,4.5,8.2,204,19.3,98.6,21.7,11.3
Brno-Svatoplukova,2023-05-26T15:27:01Z,,31.2,320,20.6,,23.6,10.2
Brno-Výstaviště,2023-05-26T15:27:01Z,,30.6,,125.6,,49.5,21.5
Brno-Úvoz (hot spot),2023-05-26T15:27:01Z,,36.5,279,15.8,,16.7,9.3
Brno - Dětská nemocnice,2023-05-26T17:27:01Z,,6.1,,12.8,94,14.7,6.9
Brno-Lány,2023-05-26T17:27:01Z,4.8,7.7,204,22.5,93.2,21.3,14.1
Brno-Arboretum,2023-05-26T17:27:01Z,,4.6,,15.5,98,16.3,9.1
Brno-Tuřany,2023-05-26T17:27:01Z,5.1,2.9,,22.5,92,15.8,10.6
Brno-Komárov,2023-05-26T17:27:01Z,,15.5,,3.8,,3.7,3
Brno-Výstaviště,2023-05-26T17:27:01Z,,23.9,,35.0,,49.5,13
Brno-Svatoplukova,2023-05-26T17:27:01Z,,23.5,350,20.5,,23.7,10.3
Brno-Úvoz (hot spot),2023-05-26T17:27:01Z,,35,281,18.2,,16.7,9.8
